RA,ANO,FASE,FASE_IDEAL,DEFASAGEM_FORNECIDA,INDE,PEDRA,IAN,IDA,IEG,IAA,IPS,IPP,IPV,NOTA_MATEMATICA,NOTA_PORTUGUES,NOTA_INGLES,INDICADO,ATINGIU_PV,TURMA,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,ANO_NASCIMENTO,DEFASAGEM_CALCULADA,IDADE_ANOS,ALVO_RISCO_DEFASAGEM_PROX_ANO
706,2022,0.0,2.0,-2,7.659,AMETISTA,5.0,9.1,6.7,9.5,7.5,,8.417,9.1,9.1,,NAO,SIM,F,FEMININO,2021,ESCOLA PUBLICA,2012,-2.0,10,1.0
706,2023,0.0,2.0,-2,7.1527,AMETISTA,5.0,7.3,7.8,9.0,4.39,6.875,8.08,6.7,7.8,,,,ALFA G G2G3,FEMININO,2021,PUBLICA,2012,-2.0,11,0.0
706,2024,2.0,2.0,0,5.8701964286,QUARTZO,10.0,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,3.0,3.5,,,,2G,FEMININO,2021,PUBLICA,2012,0.0,12,
707,2022,0.0,2.0,-2,7.679,AMETISTA,5.0,8.5,8.1,10.0,6.9,,8.083,8.8,8.2,,NAO,NAO,F,FEMININO,2020,ESCOLA PUBLICA,2012,-2.0,10,1.0
707,2023,1.0,2.0,-1,6.518,AGATA,5.0,6.5,9.8,0.0,3.77,7.916666667,7.946666667,5.5,7.5,,,,1H,FEMININO,2020,PUBLICA,2012,-1.0,11,1.0
707,2024,2.0,3.0,-1,6.4975618421000005,AGATA,5.0,6.5,7.7236842105,7.917,4.375,6.40625,6.415,7.0,6.0,,,,2G,FEMININO,2021,PUBLICA,2012,-1.0,12,
708,2022,0.0,1.0,-1,7.282,AMETISTA,5.0,7.3,8.4,8.0,7.5,,7.583,7.1,7.6,,NAO,NAO,F,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
708,2023,0.0,1.0,-1,7.5105,AMETISTA,5.0,9.2,9.8,0.0,7.52,8.125,8.28,8.8,9.5,,,,ALFA F G0G1,MASCULINO,2022,PUBLICA,2013,-1.0,10,
709,2022,0.0,2.0,-2,5.313,QUARTZO,5.0,2.3,3.5,9.5,7.5,,7.083,2.3,2.3,,NAO,NAO,F,FEMININO,2022,ESCOLA PUBLICA,2012,-2.0,10,1.0
709,2023,0.0,2.0,-2,6.6927,AGATA,5.0,4.9,7.9,10.0,7.52,5.625,6.59,5.5,4.3,,,,ALFA G G2G3,FEMININO,2022,PUBLICA,2012,-2.0,11,1.0
709,2024,1.0,2.0,-1,6.833780895800001,AGATA,5.0,6.0,7.994071146,7.418,7.51,6.875,6.773333333,6.0,6.0,,,,1H,FEMININO,2022,PUBLICA,2012,-1.0,12,
710,2022,0.0,2.0,-2,7.285,AMETISTA,5.0,6.9,8.9,9.5,5.0,,8.0,7.0,6.8,,NAO,NAO,G,MASCULINO,2020,ESCOLA PUBLICA,2012,-2.0,10,1.0
710,2023,1.0,2.0,-1,7.0582,AMETISTA,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,5.7,7.3,,,,1J,MASCULINO,2020,PUBLICA,2012,-1.0,11,1.0
710,2024,2.0,3.0,-1,7.0366241342,AMETISTA,5.0,6.75,8.170995671,9.168,5.625,7.65625,6.5375,8.0,5.5,,,,2G,MASCULINO,2021,PUBLICA,2012,-1.0,12,
711,2022,0.0,1.0,-1,6.04,AGATA,5.0,3.5,7.9,9.0,6.3,,6.0,4.0,3.0,,NAO,NAO,G,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,
712,2022,0.0,2.0,-2,6.026,AGATA,5.0,8.0,5.1,8.0,5.0,,5.833,8.7,7.3,,NAO,NAO,G,MASCULINO,2019,ESCOLA PUBLICA,2011,-2.0,11,1.0
712,2023,1.0,3.0,-2,6.331533333,AGATA,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,5.5,7.8,,,,1J,MASCULINO,2019,PUBLICA,2011,-2.0,12,1.0
712,2024,2.0,3.0,-1,6.2236373706000006,AGATA,5.0,6.75,5.983436853,7.502,5.625,6.5625,6.04,7.0,6.5,,,,2H,MASCULINO,2021,PUBLICA,2011,-1.0,13,
713,2022,0.0,1.0,-1,7.42,AMETISTA,5.0,7.8,8.7,10.0,7.5,,7.25,8.0,7.7,,NAO,NAO,G,MASCULINO,2021,ESCOLA PUBLICA,2013,-1.0,9,1.0
713,2023,1.0,2.0,-1,7.408033333,AMETISTA,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,6.7,8.2,,,,1G,MASCULINO,2021,PUBLICA,2013,-1.0,10,0.0
713,2024,2.0,2.0,0,7.467500983400001,AMETISTA,10.0,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,6.0,7.5,,,,2H,MASCULINO,2021,PUBLICA,2013,0.0,11,
714,2022,0.0,2.0,-2,6.953,AGATA,5.0,8.0,6.9,9.0,5.6,,7.25,8.5,7.5,,NAO,NAO,G,MASCULINO,2019,ESCOLA PUBLICA,2011,-2.0,11,1.0
714,2023,1.0,3.0,-2,6.078666667,AGATA,5.0,7.4,8.0,0.0,3.14,7.5,7.223333333,6.7,8.0,,,,1J,MASCULINO,2019,PUBLICA,2011,-2.0,12,1.0
714,2024,2.0,3.0,-1,5.4653662008,QUARTZO,5.0,4.0,6.873706004,0.0,6.255,7.65625,6.9975,8.0,0.0,,,,2H,MASCULINO,2021,PUBLICA,2011,-1.0,13,
715,2022,0.0,1.0,-1,6.656,AGATA,5.0,4.9,8.7,8.5,4.4,,7.917,4.8,5.0,,NAO,NAO,G,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
715,2023,0.0,2.0,-2,5.8915,QUARTZO,5.0,5.4,9.5,0.0,3.14,5.625,7.675,4.5,6.3,,,,ALFA I G2G3,FEMININO,2022,PUBLICA,2013,-2.0,10,0.0
715,2024,2.0,2.0,0,5.3098253133,QUARTZO,10.0,2.75,5.250626566499999,9.002,3.755,5.0,4.67,2.0,3.5,,,,2I,FEMININO,2022,PUBLICA,2013,0.0,11,
716,2022,0.0,1.0,-1,6.525,AGATA,5.0,6.7,8.1,8.9,7.5,,5.417,7.3,6.0,,NAO,NAO,G,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
716,2023,1.0,2.0,-1,6.813366667,AGATA,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,5.0,6.2,,,,1G,MASCULINO,2022,PUBLICA,2013,-1.0,10,1.0
716,2024,1.0,2.0,-1,6.2372943675000005,AGATA,5.0,5.75,5.5335968375,9.002,7.51,6.71875,5.7875,5.5,6.0,,,,1J,MASCULINO,2022,PUBLICA,2013,-1.0,11,
717,2022,0.0,2.0,-2,6.832,AGATA,5.0,5.4,7.3,9.0,7.5,,7.917,5.0,5.8,,NAO,NAO,G,FEMININO,2021,ESCOLA PUBLICA,2012,-2.0,10,1.0
717,2023,1.0,2.0,-1,6.633833333,AGATA,5.0,5.9,8.5,0.0,7.52,8.125,8.446666667,5.5,6.3,,,,1G,FEMININO,2021,PUBLICA,2012,-1.0,11,
718,2022,0.0,0.0,0,8.093,TOPAZIO,10.0,9.2,8.9,8.0,6.3,,7.417,9.2,9.2,,NAO,NAO,G,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,0.0
718,2023,1.0,1.0,0,8.166866667,TOPAZIO,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,6.3,9.2,,,,1G,FEMININO,2022,PUBLICA,2014,0.0,9,0.0
718,2024,2.0,1.0,1,8.705811111100001,TOPAZIO,10.0,9.5,9.5138888885,10.002,5.635,7.5,7.946666667,9.0,10.0,,,,2I,FEMININO,2022,PUBLICA,2014,1.0,10,
719,2022,0.0,2.0,-2,5.552,QUARTZO,5.0,4.2,4.6,9.0,7.5,,6.083,5.0,3.3,,NAO,NAO,G,FEMININO,2021,ESCOLA PUBLICA,2012,-2.0,10,1.0
719,2023,0.0,2.0,-2,6.4137,AGATA,5.0,5.9,5.3,9.5,7.52,5.625,7.095,7.0,4.7,,,,ALFA J G2G3,MASCULINO,2021,PUBLICA,2012,-2.0,11,1.0
719,2024,1.0,2.0,-1,7.1193969697,AMETISTA,5.0,6.5,7.3484848485,10.002,7.51,7.5,6.7425,5.0,8.0,,,,1J,MASCULINO,2021,PUBLICA,2012,-1.0,12,
720,2022,0.0,1.0,-1,6.731,AGATA,5.0,7.6,5.9,8.0,7.5,,7.083,7.3,7.8,,NAO,NAO,G,FEMININO,2021,ESCOLA PUBLICA,2013,-1.0,9,
721,2022,0.0,0.0,0,7.973,AMETISTA,10.0,7.6,8.1,9.5,7.5,,7.917,8.2,7.0,,NAO,NAO,G,FEMININO,2021,ESCOLA PUBLICA,2014,0.0,8,0.0
721,2023,1.0,1.0,0,8.683366667,TOPAZIO,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,7.5,9.3,,,,1G,FEMININO,2021,PUBLICA,2014,0.0,9,0.0
721,2024,2.0,2.0,0,8.8986026915,TOPAZIO,10.0,8.25,9.544513457499999,9.002,8.135,8.75,8.755,9.0,7.5,,,,2G,FEMININO,2021,PUBLICA,2014,0.0,10,
722,2022,0.0,1.0,-1,7.41,AMETISTA,5.0,8.1,8.1,10.0,4.4,,8.333,7.8,8.3,,NAO,NAO,G,FEMININO,2021,ESCOLA PUBLICA,2013,-1.0,9,1.0
722,2023,1.0,2.0,-1,7.3387,AMETISTA,5.0,6.4,9.6,8.5,2.52,8.125,8.67,4.5,8.2,,,,1N,FEMININO,2021,PUBLICA,2013,-1.0,10,
723,2022,0.0,0.0,0,7.426,AMETISTA,10.0,5.5,6.6,10.0,8.1,,8.167,5.3,5.7,,NAO,NAO,H,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,
724,2022,0.0,0.0,0,6.931,AGATA,10.0,5.6,5.9,9.5,5.6,,8.0,2.9,8.3,,NAO,NAO,H,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,
725,2022,0.0,0.0,0,6.33,AGATA,10.0,5.0,5.9,8.0,8.1,,5.5,4.0,6.0,,NAO,NAO,H,MASCULINO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
725,2023,0.0,1.0,-1,8.117366667,TOPAZIO,5.0,8.4,9.0,9.5,7.52,8.125,8.113333333,8.1,8.7,,,,ALFA F G0G1,MASCULINO,2022,PUBLICA,2014,-1.0,9,1.0
725,2024,0.0,1.0,-1,7.0900771929,AMETISTA,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,7.0,7.5,,,,ALFA G G2G3,MASCULINO,2022,PUBLICA,2014,-1.0,10,
726,2022,0.0,0.0,0,6.985,AGATA,10.0,4.4,7.5,10.0,7.5,,6.583,5.8,3.0,,NAO,NAO,H,FEMININO,2022,ESCOLA PUBLICA,2015,0.0,7,0.0
726,2023,0.0,0.0,0,7.3687,AMETISTA,10.0,6.0,6.1,10.0,7.52,5.625,8.17,6.2,5.8,,,,ALFA H G0G1,FEMININO,2022,PUBLICA,2015,0.0,8,
727,2022,0.0,0.0,0,7.736,AMETISTA,10.0,8.4,7.7,9.0,8.1,,6.75,9.3,7.4,,NAO,NAO,H,MASCULINO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
727,2023,0.0,1.0,-1,7.6802,AMETISTA,5.0,8.0,8.8,9.5,2.52,7.5,9.34,8.3,7.7,,,,ALFA G G2G3,MASCULINO,2022,PUBLICA,2014,-1.0,9,0.0
727,2024,1.0,1.0,0,8.447003030300001,TOPAZIO,10.0,8.5,8.4848484845,10.002,6.26,8.125,8.056666667,10.0,7.0,,,,1G,MASCULINO,2022,PUBLICA,2014,0.0,10,
728,2022,0.0,0.0,0,8.244,TOPAZIO,10.0,9.1,7.3,9.5,8.1,,8.167,9.3,8.9,,NAO,NAO,H,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,
729,2022,0.0,0.0,0,8.155,TOPAZIO,10.0,8.1,8.7,10.0,8.1,,7.25,8.5,7.8,,NAO,NAO,H,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
729,2023,0.0,1.0,-1,7.26545,AMETISTA,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,8.2,8.9,,,,ALFA V G0G1,FEMININO,2022,PUBLICA,2014,-1.0,9,1.0
729,2024,0.0,1.0,-1,6.684533333300001,AGATA,5.0,6.0,8.4166666665,8.002,2.51,7.5,7.5,6.0,6.0,,,,ALFA J G2G3,FEMININO,2022,PUBLICA,2014,-1.0,10,
730,2022,0.0,2.0,-2,7.902,AMETISTA,5.0,8.3,8.2,10.0,8.8,,8.25,8.7,8.0,,NAO,NAO,I,FEMININO,2021,ESCOLA PUBLICA,2012,-2.0,10,1.0
730,2023,1.0,2.0,-1,7.979325,AMETISTA,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,7.8,7.7,,,,1F,FEMININO,2021,PRIVADA,2012,-1.0,11,0.0
730,2024,2.0,2.0,0,8.469255555700002,TOPAZIO,10.0,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,10.0,9.0,,,,2I,FEMININO,2021,PUBLICA,2012,0.0,12,
731,2022,0.0,2.0,-2,7.151,AMETISTA,5.0,7.3,8.5,9.0,6.9,,7.083,7.3,7.2,,NAO,NAO,I,FEMININO,2019,ESCOLA PUBLICA,2012,-2.0,10,1.0
731,2023,1.0,2.0,-1,6.7742,AGATA,5.0,6.8,7.6,8.5,3.14,7.5,7.45,6.2,7.3,,,,1J,FEMININO,2019,PUBLICA,2012,-1.0,11,1.0
731,2024,2.0,3.0,-1,4.7704873377000006,QUARTZO,5.0,2.5,4.188311688500001,9.502,4.375,5.78125,4.835,0.0,5.0,,,,2G,FEMININO,2021,PUBLICA,2012,-1.0,12,
732,2022,0.0,1.0,-1,7.347,AMETISTA,5.0,7.2,7.9,9.0,8.8,,7.5,7.5,6.8,,NAO,NAO,I,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,
733,2022,0.0,1.0,-1,6.684,AGATA,5.0,5.1,8.5,9.5,5.6,,6.917,6.0,4.2,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,0.0
733,2023,1.0,1.0,0,8.3342,TOPAZIO,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,4.3,8.0,,,,1G,FEMININO,2022,PUBLICA,2013,0.0,10,1.0
733,2024,1.0,2.0,-1,8.808825,TOPAZIO,5.0,9.25,10.0,10.002,7.51,8.90625,9.085,9.0,9.5,,,,1J,FEMININO,2022,PUBLICA,2013,-1.0,11,
734,2022,0.0,2.0,-2,6.952,AGATA,5.0,7.3,7.2,9.5,5.6,,7.417,8.0,6.5,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2012,-2.0,10,1.0
734,2023,1.0,2.0,-1,7.305908333,AMETISTA,5.0,6.9,8.0,8.5,7.52,7.34375,7.446666667,6.8,7.0,,,,1A,FEMININO,2022,PUBLICA,2012,-1.0,11,
735,2022,0.0,2.0,-2,7.485,AMETISTA,5.0,7.3,9.0,9.0,5.6,,8.583,7.8,6.7,,NAO,SIM,J,FEMININO,2021,ESCOLA PUBLICA,2012,-2.0,10,1.0
735,2023,1.0,2.0,-1,7.184,AMETISTA,5.0,8.1,9.0,0.0,7.52,8.333333333,8.393333333,7.7,8.5,,,,1J,FEMININO,2021,PUBLICA,2012,-1.0,11,1.0
735,2024,2.0,3.0,-1,7.7888467391,AMETISTA,5.0,8.0,9.782608695499999,8.002,6.255,7.65625,7.705,8.0,8.0,,,,2H,FEMININO,2021,PUBLICA,2012,-1.0,12,
736,2022,0.0,2.0,-2,6.707,AGATA,5.0,5.4,8.5,9.0,5.6,,7.0,4.7,6.2,,NAO,NAO,J,MASCULINO,2022,ESCOLA PUBLICA,2012,-2.0,10,1.0
736,2023,1.0,2.0,-1,7.600033333,AMETISTA,5.0,6.7,9.5,8.5,6.27,7.708333333,8.11,4.8,8.5,,,,1G,MASCULINO,2022,PUBLICA,2012,-1.0,11,
737,2022,0.0,1.0,-1,8.058,AMETISTA,5.0,9.0,9.2,9.5,5.6,,9.167,8.5,9.5,,NAO,SIM,J,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,0.0
737,2023,1.0,1.0,0,8.048033333,TOPAZIO,10.0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,7.0,8.0,,,,1J,FEMININO,2022,PUBLICA,2013,0.0,10,0.0
737,2024,2.0,2.0,0,8.4695488613,TOPAZIO,10.0,9.25,8.6542443065,8.502,6.885,7.5,8.0,9.0,9.5,,,,2H,FEMININO,2022,PUBLICA,2013,0.0,11,
738,2022,0.0,0.0,0,7.227,AMETISTA,10.0,5.7,8.1,8.5,5.6,,7.5,7.7,3.7,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,0.0
738,2023,1.0,1.0,0,8.123283333,TOPAZIO,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,4.2,7.8,,,,1F,FEMININO,2022,PUBLICA,2014,0.0,9,1.0
738,2024,1.0,2.0,-1,7.2626980238000005,AMETISTA,5.0,7.25,7.292490119,10.002,6.885,6.875,7.39,7.5,7.0,,,,1H,FEMININO,2022,PUBLICA,2014,-1.0,10,
739,2022,0.0,0.0,0,6.82,AGATA,10.0,5.9,7.3,6.4,5.6,,7.083,6.0,5.8,,NAO,NAO,J,MASCULINO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
739,2023,0.0,1.0,-1,7.5972,AMETISTA,5.0,7.6,8.3,9.0,7.52,6.25,8.25,7.3,7.8,,,,ALFA G G2G3,MASCULINO,2022,PUBLICA,2014,-1.0,9,
740,2022,0.0,1.0,-1,7.218,AMETISTA,5.0,7.2,9.0,8.5,5.6,,7.5,7.3,7.0,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
740,2023,0.0,2.0,-2,7.2845,AMETISTA,5.0,9.1,8.7,0.0,7.52,6.875,8.925,9.0,9.2,,,,ALFA G G2G3,FEMININO,2022,PRIVADA,2013,-2.0,10,1.0
740,2024,1.0,2.0,-1,8.1611005269,TOPAZIO,5.0,8.0,9.555335968,9.002,7.51,8.541666667,8.223333333,8.0,8.0,,,,1H,FEMININO,2022,PRIVADA,2013,-1.0,11,
741,2022,0.0,2.0,-2,6.896,AGATA,5.0,6.3,8.4,9.5,5.6,,7.417,7.3,5.2,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2012,-2.0,10,1.0
741,2023,0.0,2.0,-2,6.2707,AGATA,5.0,5.1,6.9,9.5,4.39,5.625,7.095,4.2,6.0,,,,ALFA J G2G3,FEMININO,2022,PUBLICA,2012,-2.0,11,1.0
741,2024,1.0,2.0,-1,5.0795885374,QUARTZO,5.0,3.75,5.2964426875,8.418,5.005,5.833333333,4.223333333,3.5,4.0,,,,1H,FEMININO,2022,PUBLICA,2012,-1.0,12,
742,2022,0.0,1.0,-1,7.097,AMETISTA,5.0,7.3,8.7,8.5,5.0,,7.5,8.3,6.2,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
742,2023,0.0,2.0,-2,7.024,AMETISTA,5.0,7.5,7.6,0.0,7.52,7.5,10.01,6.2,8.8,,,,ALFA I G2G3,FEMININO,2022,PUBLICA,2013,-2.0,10,
743,2022,0.0,1.0,-1,6.672,AGATA,5.0,4.8,7.9,10.0,5.6,,7.5,4.8,4.8,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
743,2023,0.0,2.0,-2,6.659,AGATA,5.0,7.1,9.1,0.0,3.77,7.5,9.01,7.3,6.8,,,,ALFA E G2G3,FEMININO,2022,PUBLICA,2013,-2.0,10,1.0
743,2024,1.0,2.0,-1,7.655745454500001,AMETISTA,5.0,7.0,9.2727272725,9.002,7.51,7.5,7.5,6.5,7.5,,,,1C,FEMININO,2022,PUBLICA,2013,-1.0,11,
744,2022,0.0,0.0,0,7.742,AMETISTA,10.0,6.2,9.7,9.5,5.6,,7.5,6.0,6.3,,NAO,NAO,J,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,
745,2022,0.0,1.0,-1,7.382,AMETISTA,5.0,8.1,8.5,9.0,5.6,,7.75,8.5,7.7,,NAO,NAO,J,MASCULINO,2021,REDE DECISAO,2013,-1.0,9,1.0
745,2023,1.0,2.0,-1,7.668366667,AMETISTA,5.0,7.0,9.3,9.5,3.77,8.125,8.893333333,5.7,8.2,,,,1G,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2013,-1.0,10,0.0
745,2024,2.0,2.0,0,8.6102,TOPAZIO,10.0,8.5,10.0,9.002,6.26,7.5,8.17,8.0,9.0,,,,2I,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2013,0.0,11,
746,2022,0.0,0.0,0,7.656,AMETISTA,10.0,7.2,9.1,8.0,5.6,,7.417,7.7,6.7,,NAO,NAO,J,MASCULINO,2022,ESCOLA PUBLICA,2014,0.0,8,0.0
746,2023,1.0,1.0,0,6.517166667,AGATA,10.0,7.2,8.0,0.0,3.77,6.875,7.113333333,6.0,8.3,,,,1G,MASCULINO,2022,PUBLICA,2014,0.0,9,0.0
746,2024,2.0,2.0,0,7.903311111100001,AMETISTA,10.0,8.0,7.4305555555,8.502,7.51,7.5,7.33,8.0,8.0,,,,2I,MASCULINO,2022,PUBLICA,2014,0.0,10,
747,2022,0.0,2.0,-2,7.676,AMETISTA,5.0,8.8,7.6,10.0,7.5,,7.917,8.2,9.4,,SIM,NAO,K,FEMININO,2022,ESCOLA PUBLICA,2011,-2.0,11,1.0
747,2023,1.0,2.0,-1,6.026366667,AGATA,5.0,3.1,8.0,10.0,3.14,6.041666667,6.94,1.2,5.0,,,,1L,FEMININO,2022,PUBLICA,2011,-1.0,12,1.0
747,2024,1.0,3.0,-2,5.8450809523,QUARTZO,5.0,2.25,8.095238095,10.002,5.005,7.083333333,5.335,4.5,0.0,,,,1K,FEMININO,2022,PUBLICA,2011,-2.0,13,
748,2022,0.0,1.0,-1,8.084,TOPAZIO,5.0,9.1,9.0,10.0,7.5,,8.25,9.6,8.6,,SIM,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
748,2023,0.0,2.0,-2,8.7142,TOPAZIO,5.0,9.1,9.7,9.5,7.52,7.5,10.01,9.0,9.2,,,,ALFA O G2G3,MASCULINO,2022,PUBLICA,2013,-2.0,10,1.0
748,2024,1.0,2.0,-1,8.2272,TOPAZIO,5.0,7.75,10.0,9.502,7.51,8.75,8.005,7.5,8.0,,,,1K,MASCULINO,2021,PUBLICA,2013,-1.0,11,
749,2022,0.0,1.0,-1,7.484,AMETISTA,5.0,8.8,7.7,9.5,7.5,,7.25,9.5,8.1,,NAO,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
749,2023,0.0,1.0,-1,7.7597,AMETISTA,5.0,7.3,9.0,10.0,7.52,5.625,8.425,7.3,7.3,,,,ALFA O G2G3,MASCULINO,2022,PUBLICA,2013,-1.0,10,1.0
749,2024,0.0,2.0,-2,8.3373184211,TOPAZIO,5.0,8.75,9.7368421055,9.502,8.13,8.4375,7.665,10.0,7.5,,,,ALFA O G2G3,MASCULINO,2022,PUBLICA,2013,-2.0,11,
750,2022,0.0,2.0,-2,6.344,AGATA,5.0,6.8,8.9,9.5,4.4,,5.167,7.1,6.4,,NAO,NAO,K,MASCULINO,2019,ESCOLA PUBLICA,2012,-2.0,10,1.0
750,2023,0.0,2.0,-2,5.6857,QUARTZO,5.0,3.4,7.7,9.5,3.14,4.375,6.32,3.3,3.5,,,,ALFA U G2G3,MASCULINO,2019,PUBLICA,2012,-2.0,11,1.0
750,2024,1.0,3.0,-2,4.542230369,QUARTZO,5.0,3.75,5.938735178,6.249,4.38,4.0625,3.176666667,0.5,7.0,,,,1B,MASCULINO,2021,PUBLICA,2012,-2.0,12,
751,2022,0.0,2.0,-2,5.246,QUARTZO,5.0,3.8,5.8,8.5,7.5,,6.167,2.7,4.9,,NAO,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2011,-2.0,11,
752,2022,0.0,2.0,-2,8.197,TOPAZIO,5.0,9.5,9.0,10.0,7.5,,8.417,9.6,9.4,,SIM,SIM,K,FEMININO,2022,ESCOLA PUBLICA,2011,-2.0,11,1.0
752,2023,1.0,2.0,-1,8.073825,TOPAZIO,5.0,6.4,9.9,9.5,7.52,7.65625,9.23,4.8,8.0,,,,1N,FEMININO,2022,PUBLICA,2011,-1.0,12,1.0
752,2024,2.0,3.0,-1,6.57279265,AGATA,5.0,5.75,7.525879916999999,9.502,7.51,5.9375,5.613333333,7.0,4.5,,,,2U,FEMININO,2022,PUBLICA,2011,-1.0,13,
753,2022,0.0,0.0,0,8.481,TOPAZIO,10.0,9.1,8.6,9.5,7.5,,8.417,9.4,8.8,,SIM,SIM,K,FEMININO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
753,2023,0.0,1.0,-1,8.6672,TOPAZIO,5.0,9.0,9.9,9.0,7.52,7.5,9.925,9.0,9.0,,,,ALFA O G2G3,FEMININO,2022,PUBLICA,2014,-1.0,9,1.0
753,2024,1.0,2.0,-1,8.2450571429,TOPAZIO,5.0,8.5,9.047619048,10.002,7.51,8.333333333,8.255,9.0,8.0,,,,1K,FEMININO,2022,PUBLICA,2014,-1.0,10,
754,2022,0.0,1.0,-1,6.602,AGATA,5.0,7.9,5.8,10.0,4.4,,6.917,7.8,8.1,,NAO,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
754,2023,0.0,2.0,-2,6.0537,AGATA,5.0,5.6,6.1,9.5,2.52,6.875,6.67,5.7,5.4,,,,ALFA M G0G1,MASCULINO,2022,PUBLICA,2013,-2.0,10,1.0
754,2024,0.0,2.0,-2,5.6127,QUARTZO,5.0,6.25,6.25,8.502,5.625,2.5,4.75,6.0,6.5,,,,ALFA L G2G3,MASCULINO,2022,PUBLICA,2013,-2.0,11,
755,2022,0.0,0.0,0,8.566,TOPAZIO,10.0,9.5,9.2,9.5,6.9,,8.083,9.8,9.3,,SIM,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2014,0.0,8,1.0
755,2023,0.0,1.0,-1,8.7442,TOPAZIO,5.0,9.2,9.5,10.0,7.52,7.5,10.01,9.2,9.2,,,,ALFA O G2G3,MASCULINO,2022,PUBLICA,2014,-1.0,9,1.0
755,2024,1.0,2.0,-1,8.925450000000001,TOPAZIO,5.0,9.75,10.0,10.002,7.51,9.0625,9.09,10.0,9.5,,,,1M,MASCULINO,2022,PUBLICA,2014,-1.0,10,
756,2022,0.0,1.0,-1,6.976,AGATA,5.0,5.7,7.9,10.0,7.5,,7.25,5.6,5.8,,NAO,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
756,2023,0.0,2.0,-2,7.0927,AMETISTA,5.0,6.1,8.7,10.0,7.52,5.625,6.59,5.4,6.8,,,,ALFA K G0G1,MASCULINO,2022,PUBLICA,2013,-2.0,10,1.0
756,2024,0.0,2.0,-2,7.361700000000001,AMETISTA,5.0,5.5,8.75,10.002,7.51,8.125,7.24,10.0,1.0,,,,ALFA L G2G3,MASCULINO,2022,PUBLICA,2013,-2.0,11,
757,2022,0.0,1.0,-1,8.26,TOPAZIO,5.0,9.7,9.3,9.5,7.5,,8.5,9.9,9.6,,SIM,SIM,K,FEMININO,2022,ESCOLA PUBLICA,2013,-1.0,9,1.0
757,2023,0.0,2.0,-2,8.6742,TOPAZIO,5.0,9.3,9.6,9.0,7.52,7.5,10.01,9.5,9.0,,,,ALFA O G2G3,FEMININO,2022,PUBLICA,2013,-2.0,10,1.0
